product,qty,uom,serial,Owner,# FPAQ,product,tare,genre,etat,date_classement,Proprio,DB
G45,1,,W99879,maple.P0061,1075,G45,45,G,L,41053,maple.P0061,FAUX
G45,1,,W99825,maple.P0042,9954,G45,45,G,L,41382,maple.P0042,FAUX
G45,1,,W99811,maple.P0061,1075,G45,45,G,L,41053,maple.P0061,FAUX
G45,1,,W9971,maple.P0134,134,G45,45,G,O,41018,maple.P0134,FAUX
G45,1,,W9970,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W9946,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W9945,maple.P0134,134,G45,45,G,O,41018,maple.P0134,FAUX
G45,1,,W9944,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W9943,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W9942,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W9941,maple.P0134,134,G45,45,G,O,41018,maple.P0134,FAUX
G45,1,,W9940,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W9939,maple.P0134,134,G45,45,G,O,41018,maple.P0134,FAUX
G45,1,,W9938,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W9937,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W9936,maple.P0134,134,G45,45,G,O,41018,maple.P0134,FAUX
G45,1,,W9934,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W9933,maple.partner_lbmtreat_hq,7953,G45,45,G,L,41390,maple.partner_lbmtreat_hq,FAUX
G45,1,,W9932,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W9928,maple.P0134,134,G45,45,G,O,41018,maple.P0134,FAUX
G45,1,,W9927,maple.P0134,134,G45,45,G,O,41018,maple.P0134,FAUX
G45,1,,W9926,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W99250,maple.P0134,134,G45,45,G,O,41018,maple.P0134,FAUX
G45,1,,W99249,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W99248,base.main_partner,10629,G45,45,G,L,41022,base.main_partner,FAUX
G45,1,,W99247,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W99245,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W99243,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W99242,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W99241,maple.P0134,134,G45,45,G,O,41018,maple.P0134,FAUX
G45,1,,W99240,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W99235,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W9922,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W9921,maple.P0134,134,G45,45,G,O,41018,maple.P0134,FAUX
G45,1,,W99181,maple.P0134,134,G45,45,G,O,41025,maple.P0134,FAUX
G45,1,,W99180,maple.P0134,134,G45,45,G,O,41018,maple.P0134,FAUX
G45,1,,W99179,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W99178,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W99177,maple.P0134,134,G45,45,G,O,41018,maple.P0134,FAUX
G45,1,,W99170,maple.P0134,134,G45,45,G,O,41018,maple.P0134,FAUX
G45,1,,W99167,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W9916,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W99112,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W99111,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G45,1,,W99110,maple.P0134,134,G45,45,G,O,41018,maple.P0134,FAUX
G45,1,,W99105,maple.P0134,134,G45,45,G,O,41426,maple.P0134,FAUX
G44,1,,W9857,maple.P0089,12066,G44,44,G,O,41422,maple.P0089,FAUX
G44,1,,W9842,maple.P0066,4064,G44,44,G,B,41066,maple.P0066,FAUX
G44,1,,W9837,maple.P0066,4064,G44,44,G,L,41067,maple.P0066,FAUX
G44,1,,W9829,maple.P0089,12066,G44,44,G,B,41422,maple.P0089,FAUX
G44,1,,W9793,maple.P0137,15668,G44,44,G,L,41015,maple.P0137,FAUX
G44,1,,W9792,maple.P0137,15668,G44,44,G,B,41061,maple.P0137,FAUX
G44,1,,W9790,maple.P0137,15668,G44,44,G,L,41061,maple.P0137,FAUX
G44,1,,W9789,maple.P0035,18715,G44,44,G,B,41029,maple.P0035,FAUX
G44,1,,W9788,maple.P0035,18715,G44,44,G,L,41029,maple.P0035,FAUX
G44,1,,W9785,maple.P0035,18715,G44,44,G,L,41029,maple.P0035,FAUX
G44,1,,W9783,maple.P0035,18715,G44,44,G,L,41380,maple.P0035,FAUX
G44,1,,W9782,maple.P0137,15668,G44,44,G,L,41380,maple.P0137,FAUX
G44,1,,W9781,maple.P0137,15668,G44,44,G,L,41015,maple.P0137,FAUX
G44,1,,W9780,maple.P0137,15668,G44,44,G,O,41425,maple.P0137,FAUX
G44,1,,W9778,maple.P0137,15668,G44,44,G,B,41003,maple.P0137,FAUX
G44,1,,W9777,maple.P0035,18715,G44,44,G,B,41029,maple.P0035,FAUX
G44,1,,W9776,maple.P0035,18715,G44,44,G,L,41029,maple.P0035,FAUX
G44,1,,W9775,maple.P0137,15668,G44,44,G,L,41380,maple.P0137,FAUX
G44,1,,W9774,maple.P0137,15668,G44,44,G,L,41015,maple.P0137,FAUX
G44,1,,W9770,maple.P0137,15668,G44,44,G,L,41373,maple.P0137,FAUX
P44,1,,W9764,maple.P0035,18715,P44,44,P,O,41442,maple.P0035,FAUX
G44,1,,W9763,maple.P0137,15668,G44,44,G,L,41015,maple.P0137,FAUX
G44,1,,W9757,maple.P0137,15668,G44,44,G,L,41015,maple.P0137,FAUX
G44,1,,W9754,maple.P0137,15668,G44,44,G,L,41015,maple.P0137,FAUX
G44,1,,W9753,maple.P0066,4064,G44,44,G,L,41067,maple.P0066,FAUX
G44,1,,W9752,maple.P0137,15668,G44,44,G,B,41003,maple.P0137,FAUX
G44,1,,W9751,maple.P0137,15668,G44,44,G,B,41003,maple.P0137,FAUX
G44,1,,W9750,maple.P0035,18715,G44,44,G,L,41029,maple.P0035,FAUX
G44,1,,W9749,maple.P0137,15668,G44,44,G,L,41380,maple.P0137,FAUX
G44,1,,W9746,maple.P0137,15668,G44,44,G,B,41061,maple.P0137,FAUX
G44,1,,W9744,maple.P0137,15668,G44,44,G,L,41015,maple.P0137,FAUX
G44,1,,W97357,maple.P0137,15668,G44,44,G,L,41015,maple.P0137,FAUX
G44,1,,W97340,maple.P0089,12066,G44,44,G,O,41422,maple.P0089,FAUX
G44,1,,W97337,base.main_partner,10629,G44,44,G,B,41022,base.main_partner,FAUX
G44,1,,W97329,base.main_partner,16871,G44,44,G,L,41036,base.main_partner,FAUX
G44,1,,W97320,maple.P0069,3919,G44,44,G,L,41374,maple.P0069,FAUX
G44,1,,W97299,base.main_partner,9279,G44,44,G,B,41047,base.main_partner,FAUX
G44,1,,W97285,maple.P0059,13934,G44,44,G,L,41401,maple.P0059,FAUX
G44,1,,W97284,base.main_partner,151,G44,44,G,O,41018,base.main_partner,FAUX
G44,1,,W97283,maple.P0069,3919,G44,44,G,L,41410,maple.P0069,FAUX
G44,1,,W97282,maple.P0107,4077,G44,44,G,L,41052,maple.P0107,FAUX
G44,1,,W97281,maple.P0069,3919,G44,44,G,L,41058,maple.P0069,FAUX
G44,1,,W97279,maple.P0070,8487,G44,44,G,B,41047,maple.P0070,FAUX
G44,1,,W97278,maple.P0107,4077,G44,44,G,B,41052,maple.P0107,FAUX
G44,1,,W97277,maple.P0107,4077,G44,44,G,L,41052,maple.P0107,FAUX
G44,1,,W97276,maple.P0107,4077,G44,44,G,B,41052,maple.P0107,FAUX
G44,1,,W97272,maple.P0069,3919,G44,44,G,L,41023,maple.P0069,FAUX
G44,1,,W97271,maple.P0069,3919,G44,44,G,T,41058,maple.P0069,FAUX
G44,1,,W97264,maple.P0069,3919,G44,44,G,L,41058,maple.P0069,FAUX
G44,1,,W97247,maple.P0022,12725,G44,44,G,B,41009,maple.P0022,FAUX
G44,1,,W97245,maple.P0022,12725,G44,44,G,B,41009,maple.P0022,FAUX
G44,1,,W97241,maple.P0022,12725,G44,44,G,L,41381,maple.P0022,FAUX
G44,1,,W97240,maple.P0107,4077,G44,44,G,B,41052,maple.P0107,FAUX
G44,1,,W97233,maple.P0101,16964,G44,44,G,B,41051,maple.P0101,FAUX
G44,1,,W97232,maple.P0107,4077,G44,44,G,B,41052,maple.P0107,FAUX
G44,1,,W97230,maple.P0059,13934,G44,44,G,L,41388,maple.P0059,FAUX
G44,1,,W97229,maple.P0022,12725,G44,44,G,B,41009,maple.P0022,FAUX
G44,1,,W97227,maple.P0023,9279,G44,44,G,B,41024,maple.P0023,FAUX
G44,1,,W97226,maple.P0022,12725,G44,44,G,B,41009,maple.P0022,FAUX
G44,1,,W97222,maple.P0112,10881,G44,44,G,B,41059,maple.P0112,FAUX
G44,1,,W97221,maple.P0023,9279,G44,44,G,B,41024,maple.P0023,FAUX
G44,1,,W97220,maple.P0034,12960,G44,44,G,L,41029,maple.P0034,FAUX
G44,1,,W97217,base.main_partner,10629,G44,44,G,B,41022,base.main_partner,FAUX
G44,1,,W97213,maple.P0084,15348,G44,44,G,L,41039,maple.P0084,FAUX
G44,1,,W97212,maple.P0107,4077,G44,44,G,B,41052,maple.P0107,FAUX
G44,1,,W97207,maple.P0069,3919,G44,44,G,B,41005,maple.P0069,FAUX
G44,1,,W97200,maple.P0059,13934,G44,44,G,L,41401,maple.P0059,FAUX
